job_id,source,title,company,matched_skills,description_summary
li_4411473326,linkedin,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,"[""Classification"", ""Clustering"", ""Dashboard & Reporting"", ""Java/Python"", ""SQL"", ""Version Control""]","Additionally, Starbucks offers 100% upfront tuition coverage for a first-time bachelor’s degree through Arizona State University’s online program via the Starbucks College Achievement Plan, student loan management resources, and access to other educational opportunities. For additional information regarding partner perks and more detailed information about benefits, go to starbucksbenefits.com. - If you are working in CA, CO, IL, LA, ME, MA, NE, ND or RI, you will accrue vacation up to a..."
li_4426468390,linkedin,Product Designer,Savvy Wealth,"[""Design Pattern"", ""UI Prototyping"", ""UX Research""]","Founder Ritik Malhotra saw the fragmentation firsthand after seeking out his own advisor, and started Savvy to give independent advisors a modern, AI-native home. Advisors bring their book and join Savvy, running under their own brand (or ours), and Savvy earns a percentage of the assets they manage. The Role As a Product Designer, you'll own the end-to-end journey that defines how advisors and clients understand, engage with, and feel about their financial lives."
li_4430793508,linkedin,Product Designer,Adaptive,"[""Dashboard & Reporting"", ""UX Research"", ""Usability Testing"", ""Use Case Design""]","What we do Adaptive is a vertical AI company of 50, building the agentic operating system for the $2 trillion U.S. construction industry. That data makes each new use case easier to expand to, while building a compounding moat Work with the rare team that can pull this off. Reporting to the Lead Designer, you'll partner day-to-day with a Product Manager and engineering counterparts to design and ship key product features — including the suite of AI agents we're building to automate construction..."
li_4436445380,linkedin,"UX Designer, Planning Tools, Amazon Customer Service",Amazon,"[""Machine Learning"", ""UI Prototyping"", ""UX Research""]","One of the ways we are doing this is by transforming how we deliver support to customers - evolving from manual, reactive operations to an intelligent, AI-native service experience. Amazon Customer Service User Experience Studio is seeking a UX Designer to improve the operational tools that anticipates customer needs and continuously enable associates to solve real-world challenges before they even reach customers. Our studio is made up of a team of smart, passionate designers, user..."
li_4431450875,linkedin,"UX Designer (Murrysville, PA)",Philips,"[""Agile/Scrum"", ""UI Prototyping""]","You won't just design — you'll build. Establish design principles, experience requirements, and guide teams with clarity and accuracy. - Work with a cross-functional product development teams, working closely with Marketing to define and verify the experience with customers and patients. Work closely with R&D and developers to ensure the experiences are technically feasible and implemented effectively. - Bring key design competencies to the cross-functional team including workflow assessments,..."
li_4422709114,linkedin,Product Designer,Thunkable,"[""AI Application"", ""UI Prototyping"", ""UX Research"", ""Usability Testing""]","Role Overview As a Product Designer at Thunkable, you’ll solve complex problems - spanning the product, engineering and marketing organizations and be responsible for the features and projects you bring to life. You will work closely with our engineering team to define features as well as with our marketing team to support growth efforts. We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing..."
li_4416831894,linkedin,UX Designer,Portland Webworks,"[""Agile/Scrum"", ""Requirements Engineering"", ""UI Prototyping"", ""UX Research""]","When you join Portland Webworks, you are joining an organization of talented individuals whose goal is to deliver high-quality software solutions in the public sector. As a UX Designer at Portland Webworks, you can expect to: - Design user-centered wireframes, prototypes, user flows, and personas - Lead discovery sessions and requirements gathering with clients. Be a proactive participant in meetings - Willingness to accept feedback to iterate and improve on designs - Extreme attention to..."
li_4290752432,linkedin,UI/UX Designer,"Steampunk, Inc.","[""Agile/Scrum"", ""UI Prototyping"", ""UX Research"", ""Usability Testing"", ""Wireframing""]","As a UI/UX Designer, you will be responsible for guiding government clients through our Design Intelligence™ framework , incorporating human-centered methods to solve complex user experience challenges. Through our Design Intelligence™ process , we are fundamentally changing the expectations our Federal clients have for true shared accountability in solving their toughest mission challenges . Steampunk participates in the E-Verify program ."
li_4428765397,linkedin,UX Designer,Applied Systems,"[""Machine Learning"", ""UI Prototyping"", ""UX Research"", ""Usability Testing""]","That’s why at Applied, we’re building a team that shows up every day ready to learn, willing to try new things, and driven to deliver innovative software and services that make us indispensable to our customers – all within a culture built on values that make us indispensable to each other too. To keep us headed in the right direction, we’re looking for people who understand winning is a team sport, who value and seek to learn from our team’s diverse experiences and backgrounds, who welcome a..."
li_4434375827,linkedin,UX Designer,Gather AI,"[""Dashboard & Reporting"", ""UI Prototyping"", ""UX Research""]","About the Team Product at Gather AI sits at an unusual intersection: we’re a software company whose users work on warehouse floors, not at desks. As our UX Designer, you’ll design the software that warehouse associates interact with every day: operator apps for our drone and MHE Vision systems, tablet interfaces built for people who are on their feet and can’t afford confusion, and Sage, our emerging AI-powered inventory intelligence platform. The person who takes this role owns the design..."
